dimension;identifier;desc_eng;details_eng;desc_swe;details_swe
Landskapsinformation;VA-DPP;Day plugging;Point on rising pipe;Dag proppning;Punkt på ök rör
Landskapsinformation;VA-DPU;Day pumping station;Point in centre of cover;Dag pumpstation;Punkt i centrum på betäckning
Landskapsinformation;VA-DRB;Stormwater cleanout;Point in the centre of the cover for the clean well;Dagvatten rensbrunn;Punkt i centrum på betäckning för rensbrunn
Landskapsinformation;VA-DRL;Drainage pipe;Line along drainage pipe;Dräneringsledning;Linje utefter dräneringsledning
Landskapsinformation;VA-DRS;Drainage flush well;;Dränering spolbrunn;
Landskapsinformation;VA-DSB;Distance sign fire hydrant;Point at fire hydrant distance sign;Distansskylt brandpost;Punkt vid distansskylt för brandpost
Landskapsinformation;VA-DSR;Day flush pipe;Point on cover;Dag spolrör;Punkt på betäckning
Landskapsinformation;VA-DSV;Distance sign water;Point at distance sign for water or sewerage;Distansskylt va;Punkt vid distansskylt för vatten eller avlopp
Landskapsinformation;VA-DTB;Stormwater inspection well;Point at centre of cover for monitoring well;Dagvatten tillsynsbrunn;Punkt i centrum på betäckning för tillsynsbrunn
Landskapsinformation;VA-DTR;Day pressure pipe;Line on pipe;Dag tryckledning;Linje ök ledning
Landskapsinformation;VA-DUL;Day outlet/drum;Point at vg outlet of drum;Dag utlopp/trumöga;Punkt i vg utlopp för trumma
Landskapsinformation;VA-DVR;Stormwater drain;Line in centre of storm water drain;Dagvattenränna;Linje i centrum på dagvattenränna
Landskapsinformation;VA-FJK;District heating chamber;;Fjärrvärme kammare;
Landskapsinformation;VA-FNB;District heating descent well;Point in the centre of the cover of the district heating well;Fjärrvärme nedstigningsbrunn;Punkt i centrum på betäckning för fjärrvärmebrunn
Landskapsinformation;VA-FPL;District heating point on pipe;Point on district heating pipeline, increase pipe;Fjärrvärme punkt på ledning;Punkt på fjärrvärmeledning, ök rör
Landskapsinformation;VA-FTB;District heating inspection well;Point in the centre of the cover of the inspection well;Fjärrvärme tillsynsbrunn;Punkt i centrum på betäckning för tillsynsbrunn
Landskapsinformation;VA-FVE;District heating valve;Point in centre of cover.;Fjärrvärme ventil;Punkt i centrum på betäckning.
Landskapsinformation;VA-FVK;District heating cap;Line along district heating culvert cover;Fjärrvärme kulvertlock;Linje utefter kulvertlock till fjärrvärme
Landskapsinformation;VA-FVL;District heating pipe;Line of additional pipes;Fjärrvärmeledning;Linje ök rör
Landskapsinformation;VA-FVV;District heating ventilation;Point in centre of ventilation pipe;Fjärrvärme ventilation;Punkt i centrum på ventilationsrör
Landskapsinformation;VA-GAS;Gas pipeline;Line up pipes;Gasledning;Linje ök rör
Landskapsinformation;VA-GAV;Gas valve;Point on covering;Gasventil;Punkt på betäckning
Landskapsinformation;VA-KDB;Rainwater well dome;Point in the centre of the covering;Dagvattenbrunn kupol;Punkt i centrum på betäckning
Landskapsinformation;VA-KOL;Condensate pipe;Line ec pipe;Kondensatledning;Linje ök rör
Landskapsinformation;VA-KYL;District cooling;Line up pipe;Fjärrkyla;Linje ök rör
Landskapsinformation;VA-LUF;Compressed air;Line ec pipe;Tryckluft;Linje ök rör
Landskapsinformation;VA-NBR;Descent well;Point in the centre of the cover;Nedstigningsbrunn;Punkt i centrum på betäckning
Landskapsinformation;VA-SAG;Spill branching;Point ec pipe;Spill avgrening;Punkt ök rör
Landskapsinformation;VA-SAV;Spill stop valve;Point in the centre of coverage;Spill avstängningsventil;Punkt i centrum på betäckning
Landskapsinformation;VA-SBH;Spill well corner;Point in corner of well;Spill brunnshörn;Punkt i hörn på brunn
Landskapsinformation;VA-SBV;Spill check valve;Point on pipe;Spill backventil;Punkt ök rör
Landskapsinformation;VA-SEB;Spill element well;Point in centre of cover;Spill elementbrunn;Punkt i centrum på betäckning
Landskapsinformation;VA-SFA;Spill grease trap;Point in centre of cover;Spill fettavskiljare;Punkt i centrum på betäckning
Landskapsinformation;VA-SFP;Spill connection point;Point of pipe;Spill förbindelsepunkt;Punkt ök rör
Landskapsinformation;VA-SKY;Protective pipes;Line at centre of protective pipe;Skyddsrör va;Linje i centrum på skyddsrör
Landskapsinformation;VA-SLE;Waste water pipe;Line along waste water pipe;Spillvattenledning;Linje utefter spillvattenledning
Landskapsinformation;VA-SLP;Spill LPS station;Point in centre of cover;Spill LPS-station;Punkt i centrum på betäckning
Landskapsinformation;VA-SLU;Spill aeration device;Point in centre of pipe;Spill luftningsanordning;Punkt i centrum rör
Landskapsinformation;VA-SNB;Spill water descent well;Centre point of cover for manhole;Spillvatten nedstigningsbrunn;Punkt i centrum på betäckning för nedstigningsbrunn
Landskapsinformation;VA-SOA;Spill oil separator;Centre point of cover;Spill oljeavskiljare;Punkt i centrum på betäckning
Landskapsinformation;VA-SPL;Spill water point on pipeline;Point on waste water line, increasing pipe;Spillvatten punkt på ledning;Punkt på spillvattenledning, ök rör
Landskapsinformation;VA-SPP;Spill plug;Point on pipe;Spill proppning;Punkt ök rör
Landskapsinformation;VA-SPU;Spill pumping station;Point in centre of pumping station;Spill pumpstation;Punkt i centrum på pumpstation
Landskapsinformation;VA-SPY;Scupper;Point in the centre of the manhole;Spygatt;Punkt i centrum på spygatt
Landskapsinformation;VA-SRB;Spill water clean well;Point in the centre of the cover for the clean well;Spillvatten rensbrunn;Punkt i centrum på betäckning för rensbrunn
Landskapsinformation;VA-SSA;Sludge separator spill;Point in centre of cover;Spill slamavskiljare;Punkt i centrum på betäckning
Landskapsinformation;VA-SSR;Spill flush pipe;Point in the centre of the cover;Spill spolrör;Punkt i centrum på betäckning
Landskapsinformation;VA-STB;Waste water monitoring well;Point in the centre of the cover for the monitoring well;Spillvatten tillsynsbrunn;Punkt i centrum på betäckning för tillsynsbrunn
Landskapsinformation;VA-STO;Spill emptying device;Point at centre of cover;Spill tömningsanordning;Punkt i centrum på betäckning
Landskapsinformation;VA-STP;Standpipe;Point in the centre of the bilge pipe;Stuprör;Punkt i centrum på stuprör
Landskapsinformation;VA-STR;Spill pressure line;Line ök pipe;Spill tryckledning;Linje ök ledning
Landskapsinformation;VA-SUL;Spill outlet/drum;Point at vg outlet of drum;Spill utlopp/trumöga;Punkt i vg utlopp för trumma
Landskapsinformation;VA-TRO;Drum trough;Point at waterway outlet for drum;Trumöga;Punkt i vattengång utlopp för trumma
Landskapsinformation;VA-TRU;Drum;Line between drum eyes;Trumma;Linje mellan trumögon
Landskapsinformation;VA-VAG;Water branch;Point on pipe;Vatten avgrening;Punkt ök rör
Landskapsinformation;VA-VAP;Water connection point;Point ök pipe;Vatten anslutningspunkt;Punkt ök rör
Landskapsinformation;VA-VAV;Shut-off valve;Point at centre of cover;Avstängningsventil;Punkt i centrum på betäckning
Landskapsinformation;VA-VBD;Fire dam, reservoir;Line around fire dam, reservoir;Branddamm, reservoar;Linje runt branddamm, reservoar
Landskapsinformation;VA-VBK;Well, source;Point at centre;Brunn, källa;Punkt i centrum
Landskapsinformation;VA-VBM;Water meter well;Point in centre of cover;Vatten mätarbrunn;Punkt i centrum på betäckning
Landskapsinformation;VA-VBP;Fire hydrant;Point at centre of cover;Brandpost;Punkt i centrum på betäckning
Landskapsinformation;VA-VBR;Fresh water well;Point at centre of cover for fresh water well;Färskvattenbrunn;Punkt i centrum på betäckning för färskvattenbrunn
Landskapsinformation;VA-VBV;Water check valve;Point on pipe;Vatten backventil;Punkt ök rör
Landskapsinformation;VA-VDI;Water dimensional change;Point of rise pipe;Vatten dimensionsförändring;Punkt ök rör
Landskapsinformation;VA-VGB;Groundwater well;Point at centre of cover;Grundvattenbrunn;Punkt i centrum på betäckning
Landskapsinformation;VA-VLE;Water pipe;Line along water pipe;Vattenledning;Linje utefter vattenledning
Landskapsinformation;VA-VLU;Water aeration device;Point in centre of pipe;Vatten luftningsanordning;Punkt i centrum rör
Landskapsinformation;VA-VPL;Water point on pipe;Point on water line, up pipe;Vatten punkt på ledning;Punkt på vattenledning, ök rör
Landskapsinformation;VA-VPO;Water post;Point on water post;Vattenpost;Punkt på vattenpost
Landskapsinformation;VA-VPP;Water plug;Point on pipe;Vatten proppning;Punkt ök rör
Landskapsinformation;VA-VSP;Water flush post;Point in centre of cover;Vatten spolpost;Punkt i centrum på betäckning
Landskapsinformation;VA-VSV;Service valve;Point in centre of cover;Servisventil;Punkt i centrum på betäckning
Landskapsinformation;VA-VTO;Water draining device;Point in the centre of the cover;Vatten tömningsanordning;Punkt i centrum på betäckning
Landskapsinformation;VA-VTS;Water pressure boosting station;Point in the centre of the cover;Vatten tryckstegringsstation;Punkt i centrum på betäckning
Landskapsinformation;VA-VVK;Valve chamber;Point in the centre of the cover;Ventilkammare;Punkt i centrum på betäckning
Landskapsinformation;VA-VVV;Ventilation pipes;Point in the centre of the ventilation pipe;Ventilationsrör;Punkt i centrum på ventilationsrör
Landskapsinformation;VAGBEV;Lighting column road;Point in the centre of the lighting column road;Belysningsstolpe väg;Punkt i centrum på belysningsstolpe väg
Landskapsinformation;VAGBLA;Break line/asphalt joint;Line along break line on asphalt or other road surface;Brytlinje/asfaltskarv;Linje utefter brytlinje på asfalt eller annan köryta
Landskapsinformation;VAGBSK;Noise protection;Line along noise barrier;Bullerskydd;Linje utefter bullerskydd
Landskapsinformation;VAGDER;Energy absorbing railing end;Point at energy absorbing railing end;Energiabsorberande räckesavslutning;Punkt vid energiabsorberande räckesavslutning
Landskapsinformation;VAGFVA;Anchoring wire guardrail;Point at foundation/anchoring wire railing;Förankring vajerräcke;Punkt vid fundament/förankring vajerräcke
Landskapsinformation;VAGGBA;Asphalt walkway;Line along walkway asphalt;Gångbana asfalt;Linje utefter gångbana asfalt
Landskapsinformation;VAGGBG;Gravel walkway;Line along walkway gravel;Gångbana grus;Linje utefter gångbana grus
Landskapsinformation;VAGGCM;GCM runway, general;Line along GCM track, general;GCM-bana, allmän;Linje utefter GCM-bana, allmän
Landskapsinformation;VAGHPL;Bus stop sign;Point at bus stop sign;Hållplatsskylt;Punkt vid busshållplatsskylt
Landskapsinformation;VAGHPP;Bus stop/P-space;Line along bus stop/P-place;Hållplats/P-plats;Linje utefter busshållplats/P-plats
Landskapsinformation;VAGKAB;Cable;Line along cable;Kabel;Linje utefter kabel
Landskapsinformation;VAGKBK;Carriageway edge, general;Line along carriageway edge, public;Körbanekant, allmän;Linje utefter körbanekant, allmän
Landskapsinformation;VAGKBO;Concrete edge support, additional;Line along top edge of concrete kerb;Kantstöd betong, ök;Linje utefter överkant på kantstöd betong
Landskapsinformation;VAGKGO;Granite edge support, additional;Line along top of kerb on granite;Kantstöd granit, ök;Linje utefter överkant på kantstöd granit
Landskapsinformation;VAGKSB;Concrete edge support, uk;Line along bottom edge of concrete kerb;Kantstöd betong, uk;Linje utefter underkant på kantstöd betong
Landskapsinformation;VAGKSG;Granite edge support, uk;Line along bottom of granite kerb;Kantstöd granit, uk;Linje utefter underkant på kantstöd granit
Landskapsinformation;VAGKSP;Edge support, square, flat wheel;Line beyond edge support ec flat row;Kantstöd ök plattrad;Linje utefter kantstöd ök plattrad
Landskapsinformation;VAGKSR;Cable conduit;Line along cable protection tube;Kabelskyddsrör;Linje utefter kabelskyddsrör
Landskapsinformation;VAGKST;Edge post;Point at edge post/reflective post;Kantstolpe;Punkt vid kantstolpe/reflexstolpe
Landskapsinformation;VAGKUR;Bus shelter;Line along bus stop turnaround;Busskur;Linje utefter väntkur vid busshållplats
Landskapsinformation;VAGKYG;Driveable surface, gravel;Line along driving surface, gravel;Körbar yta, grus;Linje utefter körbar yta, grus
Landskapsinformation;VAGLED;Wiring;Line along wire;Ledning;Linje utefter ledning
Landskapsinformation;VAGMIL;Milestones;Point at milestone;Milsten;Punkt vid milsten
Landskapsinformation;VAGMVA;Road painting, general;Line along road painting;Vägmålning, allmän;Linje utefter vägmålning
Landskapsinformation;VAGMVB;Carriageway edge;Line along painted edge of carriageway;Körbanekant;Linje utefter målad körbanekant
Landskapsinformation;VAGMVC;Lane line;Line along painted lane line;Körfältslinje;Linje utefter målad körfältslinje
Landskapsinformation;VAGMVD;Barrier line;Line along painted barrier line;Spärrlinje;Linje utefter målad spärrlinje
Landskapsinformation;VAGMVE;Refuge line;Line along painted crash line;Refuglinje;Linje utefter målad refuglinje
Landskapsinformation;VAGMVF;Stop line;Line along painted stop line;Stopplinje;Linje utefter målad stopplinje
Landskapsinformation;VAGMVG;Centre of road;Line along the painted median;Vägmitt;Linje utefter målad vägmitt
Landskapsinformation;VAGMVH;Crossing point;Line alongside painted crossing;Övergångställe;Linje utefter målat övergångställe
Landskapsinformation;VAGMVI;Exit and entrance;Line alongside painted exit and entrance;Av och påfart;Linje utefter målad av- och påfart
Landskapsinformation;VAGMVJ;GCM runway;Line along painted GCM lane;GCM-bana;Linje utefter målad GCM-bana
Landskapsinformation;VAGMVK;Lane edge right;Line along the right edge of the carriageway;Körbanekant höger;Linje utefter körbanekant höger
Landskapsinformation;VAGMVL;Left lane edge;Line along the left edge of the carriageway;Körbanekant vänster;Linje utefter körbanekant vänster
Landskapsinformation;VAGMVM;Unsafe lane edge, photogrammetry;Line along lane edge unsafe, photogrammetry;Körbanekant osäker, fotogrammetri;Linje utefter körbanekant osäker, fotogrammetri
Landskapsinformation;VAGMVN;Give way;Line along leaving right of way (shark teeth);Lämna företräde;Linje utefter lämna företräde (hajtänder)
Landskapsinformation;VAGPME;Parking meters;Point in centre of parking meter;Parkeringsmätare;Punkt i centrum på parkeringsmätare
Landskapsinformation;VAGPOR;Portal post;Point in cc on post to portal, branded bridge;Portalstolpe;Punkt i cc på stolpe till portal,  märkesbrygga
Landskapsinformation;VAGREF;Reference point VDB;Reference point VDB;Referenspunkt VDB;Referenspunkt VDB
Landskapsinformation;VAGSKV;Forest road;Line along edge of forest road;Skogsväg;Linje utefter vägkant skogsväg
Landskapsinformation;VAGTRL;Traffic sign;Line in centre on traffic sign;Trafikskylt;Linje i centrum på trafikskylt
Landskapsinformation;VAGTRM;Traffic sign/road sign;Point in centre of traffic sign/road sign;Trafikskylt/Vägmärke;Punkt i centrum på trafikskylt /vägmärke
Landskapsinformation;VAGTRS;Traffic signal;Point in centre of traffic signal;Trafiksignal;Punkt i centrum på trafiksignal
Landskapsinformation;VAGTRV;Tractor road/roadway;Line along edge of tractor/roadway;Traktorväg/ägoväg;Linje utefter kant på traktorväg/ägoväg
Landskapsinformation;VAGVAJ;Wire guardrail;Line along wire fence;Vajerräcke;Linje utefter vajerräcke
Landskapsinformation;VAGVBF;Shoulder base;Line along the base of the shoulder;Bankfot;Linje utefter bankfot
Landskapsinformation;VAGVBO;Road boom;Line alongside road barrier;Vägbom;Linje utefter vägbom
Landskapsinformation;VAGVDK;Road ditch;Line beyond ditch;Vägdike;Linje utefter vägdike
Landskapsinformation;VAGVK;Road edge;Line along road edge;Vägkant;Linje utefter vägkant
Landskapsinformation;VAGVKA;Road edge asphalt;Line along asphalt roadside;Vägkant asfalt;Linje utefter vägkant asfalt
Landskapsinformation;VAGVKB;Concrete road edge;Line along road edge concrete;Vägkant betong;Linje utefter vägkant betong
Landskapsinformation;VAGVKG;Road edge gravel;Line along roadside gravel;Vägkant grus;Linje utefter vägkant grus
Landskapsinformation;VAGVM;Road centre;Line in the middle of the road;Vägmitt;Linje i vägmitt
Landskapsinformation;VAGVOL;Road edge oil gravel;Line along road edge oil gravel;Vägkant oljegrus;Linje utefter vägkant oljegrus
Landskapsinformation;VAGVRE;Road surface;Line along road surface;Vägräcke;Linje utefter vägräcke
Landskapsinformation;VAGVRS;Road surface post;Point in the centre of the road surface post;Vägräckesstolpe;Punkt i centrum på vägräckesstolpe
Landskapsinformation;VAGVSF;Base of the slope, road;Line along base of slope;Släntfot, väg;Linje utefter släntfot
Landskapsinformation;VAGVSK;Slope crest, road;Line along edge of slope;Släntkrön, väg;Linje utefter släntkrön
Landskapsinformation;VAGVSR;Support strip;Line along support strip;Stödremsa;Linje utefter stödremsa
Landskapsinformation;VAGVST;Deer fence;Line along fence;Viltstängsel;Linje utefter stängsel
Landskapsinformation;VEGAKE;Field edge;Line along field edge;Åkerkant;Linje utefter åkerkant
Landskapsinformation;VEGANG;Meadow edge;Line along field edge;Ängskant;Linje utefter ängskant
Landskapsinformation;VEGBTA;Conifer;Point in centre of conifer;Barrträd;Punkt i centrum på barrträd
Landskapsinformation;VEGBUK;Shrub edge;Line along bushes edge;Buskkant;Linje utefter buskytekant
Landskapsinformation;VEGBUS;Shrub;Point in centre of bush;Buske;Punkt i centrum på buske
Landskapsinformation;VEGHAK;Hedge;Line at the centre of a hedge;Häck;Linje i centrum på häck
Landskapsinformation;VEGHYG;Deforested land ? hygge;Line along the edge of a wood;Avverkad skogsmark ? hygge;Linje utefter hyggeskant
Landskapsinformation;VEGLTA;Deciduous trees;Centre point on deciduous tree;Lövträd;Punkt i centrum på lövträd
Landskapsinformation;VEGPLN;Planting edge;Line along planting edge;Planteringskant;Linje utefter planteringskant
Landskapsinformation;VEGSBA;Forest edge, coniferous forest;Line along forest edge, coniferous forest;Skogskant, barrskog;Linje utefter skogskant, barrskog
Landskapsinformation;VEGSBL;Forest edge, mixed forest;Line along forest edge, mixed forest;Skogskant, blandskog;Linje utefter skogskant, blandskog
Landskapsinformation;VEGSKO;Forest edge;Line along forest edge;Skogskant;Linje utefter skogskant
Landskapsinformation;VEGSLO;Forest edge, deciduous forest;Line along forest edge, deciduous forest;Skogskant, lövskog;Linje utefter skogskant, lövskog
Landskapsinformation;VEGTRE;Trees;Point in centre of tree;Träd;Punkt i centrum på träd
Alternativtabell;A--KA;Design area;;Konstruktionsarea;
Alternativtabell;A-A;Area, compound (used only when the respective area type is not recorded in separate layers);;Area, sammansatt (Används endast när respektive areatyp inte redovisas på skilda lager);
Alternativtabell;A-BIA;Side area;;Biarea;
Alternativtabell;A-BOA;Living area;;Boarea;
Alternativtabell;A-BRA;Useful area;;Bruksarea;
Alternativtabell;A-BTA;Gross area;;Bruttoarea;
Alternativtabell;A-BYA;Building area;;Byggnadsarea;
Alternativtabell;A-IKA;Internal construction area;;Invändig konstruktionsarea;
Alternativtabell;A-LOA;Local area;;Lokalarea;
Alternativtabell;A-NTA;Net area;;Nettoarea;
Alternativtabell;A-OKA;Enclosing construction area;;Omslutande konstruktionsarea;
Alternativtabell;A-OPA;Open area;;Öppen area;
Alternativtabell;A-OVA;Other area (OVA according to the standard);;Övrig area (ÖVA enl. standarden);
Alternativtabell;B-A;Fire protection, compound (Used for general information and when no further detail is provided);;Brandskydd, sammansatt (Används för allmän information och när ytterligare detaljering inte görs);
Alternativtabell;B-B;Fire cell boundary, general;;Brandcellsgräns, generellt;
Alternativtabell;B-E;Fire cell boundary, class E;;Brandcellsgräns, klass E;
Alternativtabell;B-EI;Fire cell boundary, class EI;;Brandcellsgräns, klass EI;
Alternativtabell;B-R;Fire cell boundary, class R;;Brandcellsgräns, klass R;
Alternativtabell;B-RE;Fire cell boundary, class RE;;Brandcellsgräns, klass RE;
Alternativtabell;B-REI;Fire cell boundary, Class REI;;Brandcellsgräns, klass REI;
Alternativtabell;B-Suuu;Fire protection signage;;Brandskydd skyltning;
Alternativtabell;B-Tuuu;Fire protection, tools, equipment;;Brandskydd, redskap, utrustning;
Alternativtabell;B-Uuuu;Escape routes;;Utrymningsvägar;
Alternativtabell;E-A;Compound contract conditions (Used only when further detailing is not done);;Entreprenadförhållanden sammansatt (Används endast när ytterligare detaljering inte görs);
Alternativtabell;E-Buuu;Floors;;Bodar;
Alternativtabell;E-Duuu;Work site layout;;Arbetsplatsdisposition;
Alternativtabell;E-Euuu;Stage division;;Etappindelning;
Alternativtabell;E-Fuuu;Storage rooms etc.;;Förråd o d;
Alternativtabell;E-Huuu;Main parts;;Huvuddelar;
Alternativtabell;E-Kuuu;Cranes etc.;;Kranar o d;
Alternativtabell;E-Ouuu;Work area;;Arbetsområde;
Alternativtabell;E-Tuuu;Temporary facilities;;Tillfälliga anordningar;
Alternativtabell;E-Uuuu;Storage;;Upplag o d;
Alternativtabell;E-Vuuu;Workshops;;Verkstäder o d;
Alternativtabell;F-D;Boundary of plant part;;Gräns för anläggningsdel;
Alternativtabell;F-O;Boundary of sub-area;;Gräns för delområde;
Alternativtabell;G;Structures (Applies when no classification of any structure is used);;Byggnadsverk (Tillämpas när ingen klassifikation av något byggnadsverk används);
Alternativtabell;G-A;Compound structures;;Sammansatta byggnadsverk;
Alternativtabell;G-B;Tunnels and underground passages;;Tunnlar och bergrum;
Alternativtabell;G-C;Channels and basins;;Kanaler och bassänger;
Alternativtabell;G-D;Roads and open areas;;Vägar och planer;
Alternativtabell;G-E;Bridges, piers and quays;;Broar, bryggor och kajer;
Alternativtabell;G-F;Support structures, walls, dams, embankments and protective walls;;Stödkonstruktioner, murar, dammar, vallar och skärmar;
Alternativtabell;G-G;Masts and towers;;Master och torn;
Alternativtabell;G-H;Pipelines and cables;;Rörledningar och kablar;
Alternativtabell;G-J;Engineering structures;;Maskinbyggnadsverk;
Alternativtabell;G-K;Process structures;;Processbyggnadsverk;
Alternativtabell;G-S;Houses etc.;;Hus e d;
Alternativtabell;G-U;Land;;Markområden;
Alternativtabell;G-V;Water areas;;Vattenområden;
Alternativtabell;N-A;Locking (keys), security, compound (Used only when no further detail is provided);;Låsning (nycklar), säkerhet, sammansatt (Används endast när ytterligare detaljering inte görs);
Alternativtabell;N-uuuu;Locking (keys), security,;;Låsning (nycklar), säkerhet,;
Alternativtabell;S-A;Protective room, compound (Used only when no further detail is provided);;Skyddsrum, sammansatt (Används endast när ytterligare detaljering inte görs);
Alternativtabell;S-FRED;Safe room, peacetime use;;Skyddsrum, fredsanvändning;
Alternativtabell;S-IORD;Safe room, prepared;;Skyddsrum, iordningställt;
Alternativtabell;S-SKLT;Safe room, signage;;Skyddsrum, skyltning;
Alternativtabell;T-BKL1;Mountain class 1;;Bergklass 1;
Alternativtabell;T-BKL2;Mountain class 2;;Bergklass 2;
Alternativtabell;T-BKL3;Mountain class 3;;Bergklass 3;
Alternativtabell;T-BKL4;Mountain class 4;;Bergklass 4;
Alternativtabell;T-BKL5;Mountain class 5;;Bergklass 5;
Alternativtabell;T-INJB;Grouting boreholes;For section and cut;Injekteringsborrhål;För sektion och snitt
Alternativtabell;T-INJR;Curtain grouting;;Ridåinjektering;
Alternativtabell;T-SOND;Boreholes;For section and cut;Sonderingshål;För sektion och snitt
Alternativtabell;T-SPRI;Cracks in rock;;Sprickor i berg;
Alternativtabell;T-SPRV;Water-bearing fracture zone in rock;;Vattenförande sprickzon i berg;
Alternativtabell;T-SVH1;Zone of weakness evident;;Svaghetszon tydlig;
Alternativtabell;T-SVH2;Zone of weakness probable;;Svaghetszon trolig;
Alternativtabell;T-SVH3;Zone of weakness possible;;Svaghetszon möjlig;
Alternativtabell;T-SVH4;Zone of weakness not in road line;;Svaghetszon ej i väglinje;
Alternativtabell;T-SVH5;Zone of weakness local;;Svaghetszon lokal;
Alternativtabell;T-SVH6;Zone of weakness plan structure;;Svaghetszon planstruktur;
Alternativtabell;U;Space Applies when no classification of any space is used;;Rum Tillämpas när ingen klassifikation av något utrymme används;
Alternativtabell;U1;Spaces for outdoor activities;;Utrymmen för utomhusaktiviteter;
Alternativtabell;U11;Spaces for traffic;;Utrymmen för trafik;
Alternativtabell;U111;Spaces for road traffic;;Utrymmen för vägtrafik;
Alternativtabell;U111B;Walkways, stairs, etc.;;Gångbanor, trappor o d;
Alternativtabell;U111C;Cycle paths;;Cykelbanor;
Alternativtabell;U111D;Road lanes;;Vägbanor;
Alternativtabell;U111E;Centre and side strips;;Mittremsor och sidoremsor;
Alternativtabell;U111F;Lateral areas;;Sidoområden;
Alternativtabell;U111G;Support strips;;Stödremsor;
Alternativtabell;U112;Spaces for rail traffic;;Utrymmen för spårtrafik;
Alternativtabell;U112B;Platforms, stairs, etc.;;Perronger, trappor o d;
Alternativtabell;U112D;Track spaces;;Spårutrymmen;
Alternativtabell;U113;Air traffic spaces;;Utrymmen för flygtrafik;
Alternativtabell;U113B;Walkways, etc.;;Gångbanor o d;
Alternativtabell;U113D;Taxiways, taxiways, etc.;;Rullbanor, taxibanor o d;
Alternativtabell;U114;Maritime spaces;;Utrymmen för sjöfart;
Alternativtabell;U114B;Footpaths;;Gångbanor o d;
Alternativtabell;U114D;Fairways;;Farleder;
Alternativtabell;U119;Other traffic spaces;;Övriga trafikutrymmen;
Alternativtabell;U12;Spaces for commerce, agriculture, industry, etc.;;Utrymmen för handel, jordbruk, industri e d;
Alternativtabell;U121;Spaces for trade or services;;Utrymmen för handel eller tjänsteförsäljning;
Alternativtabell;U121B;Market places, etc.;;Torghandelsplatser o d;
Alternativtabell;U122;Spaces for agriculture, forestry, fishing, industrial extraction, production, repair, etc.;;Utrymmen för jordbruk, skogsbruk, fiske, industriell utvinning, produktion, reperation e d;
Alternativtabell;U122B;Spaces for agriculture;;Utrymmen för jordbruk;
Alternativtabell;U122C;Spaces for fish farming, etc.;;Utrymmen för fiskodlig e d;
Alternativtabell;U122D;Spaces for industrial extraction, production, repair, etc.;;Utrymmen för industriell utvinning, produktion, reperation e d;
Alternativtabell;U124;Spaces for food preparation, serving, etc.;;Utrymmen för matberedning, servering e d;
Alternativtabell;U124B;Food preparation premises;;Matberedningsutrymmen;
Alternativtabell;U124C;Serving areas;;Serveringsutrymmen;
Alternativtabell;U124D;Washing facilities;;Diskutrymmen;
Alternativtabell;U13;Spaces for education, games, sports, recreation, culture, religious activities, etc.;;Utrymmen för undervisning, lek, idrott, rekreation, kultur, religiösa aktiviteter e d;
Alternativtabell;U131;Spaces for training or practice;;Utrymmen för utbildning eller övning;
Alternativtabell;U131B;Cross-country courses;;Terrängbanor;
Alternativtabell;U131C;Traffic practice tracks;;Trafikövningsbanor;
Alternativtabell;U131D;Shooting ranges;;Skjutbanor;
Alternativtabell;U131E;Fire training grounds;;Brandövningsplatser;
Alternativtabell;U132;Areas for play, sport or recreation;;Utrymmen för lek, idrott eller rekration;
Alternativtabell;U132B;Recreation areas;;Lekutrymmen;
Alternativtabell;U132C;Sports and exercise facilities;;Idrotts- och motionsutrymmen;
Alternativtabell;U132D;Recreational facilities;;Rekreationsutrymmen;
Alternativtabell;U133;Spaces for cultural activities;;Utrymmen för kulturella aktiviteter;
Alternativtabell;U134;Spaces for religious practice;;Utrymmen för religionsutövning;
Alternativtabell;U134B;Places of worship;;Gudstjänstplatser;
Alternativtabell;U135;Burial places;;Begravningsplatser;
Alternativtabell;U136;Spaces for personal hygiene, laundry;;Utrymmen för personhygien, tvätt ed;
Alternativtabell;U136B;Personal hygiene areas;;Utrymmen för personhygien;
Alternativtabell;U136C;Laundry facilities;;Tvättutrymmen;
Alternativtabell;U14;Communication areas, storage areas, staging areas, etc.;;Kommunikationsutrymmen, förvaringsutrymmen, uppställningsutrymmen o d;
Alternativtabell;U141;Communication spaces;;Kommunikationsutrymmen;
Alternativtabell;U142;Storage areas;;Förvaringsutrymmen;
Alternativtabell;U142B;Storage areas on land;;Förvaringsutrymmen på mark;
Alternativtabell;U142C;Underground storage areas;;Förvaringsutrymmen i bergrum;
Alternativtabell;U143;Line-up areas;;Uppställningsutrymmen;
Alternativtabell;U143B;Spaces for parking road vehicles;;Utrymmen för uppställning av vägfordon;
Alternativtabell;U143C;Spaces for stabling rail vehicles;;Utrymmen för uppställning av spårfordon;
Alternativtabell;U143D;Spaces for parking aircraft;;Utrymmen för uppställning av flygplan;
Alternativtabell;U143E;Spaces for parking ships;;Utrymmen för uppställning av fartyg;
Alternativtabell;U143F;Spaces for mooring or anchoring ships or seaplanes;;Utrymmen för förtöjning eller ankring av fartyg eller sjöflygplan;
Alternativtabell;U15;Protective and defensive spaces;;Skydds- och försvarsutrymmen;
Alternativtabell;U151;Shelters in rock rooms or tunnels;;Skyddsrum i bergrum eller bergtunnel;
